-BEGIN HEADER-,,,,,,,,,,,,,,,,
2021,3,31,11,948.12,1002.9,260.95,701.98,58.32,2.13,11.75,37.76,91.75,4.89,5.32,5.26,7
2021,3,31,12,933.43,996.12,302.83,648.43,57.14,2.09,11.4,38.46,91.64,5.08,4.41,5.41,5.72
2021,3,31,13,783.54,909.05,204.38,642.79,46.8,1.59,8.35,38.65,91.52,5.14,3.05,5.46,4.1
2021,3,31,14,733.52,749.17,203.62,688.8,42.19,1.21,6.25,38.31,91.44,5.17,1.38,5.5,1.95
2021,3,31,15,531.84,532.1,153.8,644.77,28.73,0.61,3.02,37.43,91.41,5.19,0.43,5.59,0.72
2021,3,31,16,290.85,284.05,109.17,498.31,14.09,0.17,0.83,35.99,91.43,5.09,0.44,5.65,0.4
2021,3,31,17,62.68,61.02,44.88,149.23,3.03,0.01,0.05,33.4,91.49,3.67,1.58,5.78,1.55
2021,3,31,18,0,0,0,0,0,0,0,30.1,91.57,2.95,4.11,6.16,4
2021,3,31,19,0,0,0,0,0,0,0,29.03,91.65,2.95,6.84,5.92,6.67
2021,3,31,20,0,0,0,0,0,0,0,28.06,91.7,2.97,6.96,5.65,6.75
2021,3,31,21,0,0,0,0,0,0,0,27.12,91.71,2.94,6.26,5.35,6.28
2021,3,31,22,0,0,0,0,0,0,0,26.16,91.7,2.79,5.61,4.88,5.69
2021,3,31,23,0,0,0,0,0,0,0,25.22,91.66,2.57,358.26,4.33,358.04
2021,4,1,0,0,0,0,0,0,0,0,24.27,91.61,2.42,339.81,4.03,338.65
2021,4,1,1,0,0,0,0,0,0,0,22.97,91.58,2.81,317.48,4.84,318.21
2021,4,1,2,0,0,0,0,0,0,0,21.86,91.58,3.19,304.74,6.18,306.73
2021,4,1,3,0,0,0,0,0,0,0,21.2,91.62,4.03,299.9,7.13,301.34
2021,4,1,4,0,0,0,0,0,0,0,20.68,91.68,4.63,298.16,7.3,299.28
2021,4,1,5,0,0,0,0,0,0,0,20.2,91.74,4.54,297.49,7.27,298.63
2021,4,1,6,117.26,117.3,64.81,301.58,5.36,0.02,0.12,21.34,91.82,5.56,298.44,6.91,299.55
2021,4,1,7,369.88,368.5,114.25,620.34,18.78,0.27,1.35,24.88,91.9,6.01,302.37,7.03,303.07
2021,4,1,8,625.98,622.02,125.14,798.48,34.84,0.82,4.1,28.93,91.95,6.88,310.26,7.99,311.15
2021,4,1,9,835.4,836.45,115.95,898.27,48.93,1.5,7.83,32.15,91.93,7.14,318.9,8.03,319.46
2021,4,1,10,806.56,878.89,314.13,534.52,46.8,1.5,-999,34.49,91.86,6.99,325.94,7.74,326.41
2021,4,1,11,844.78,941.26,319.51,535.95,50.23,1.62,-999,36.13,91.73,6.73,331.89,7.4,332.46
2021,4,1,12,1021.91,1053.23,111.25,935.57,63.64,2.38,13.27,37.15,91.57,6.36,336.71,6.97,337.2
2021,4,1,13,953.07,962.48,129.35,913.62,57.48,1.99,10.77,37.56,91.45,5.98,340.22,6.56,340.68
2021,4,1,14,794.82,800.7,139.09,851.96,46.41,1.38,7.1,37.42,91.36,5.68,342.71,6.24,343.11
2021,4,1,15,577,579.12,141.23,742.91,31.73,0.7,3.48,36.73,91.36,5.4,344.48,5.98,344.78
2021,4,1,16,319.22,320.02,117.05,554.21,15.73,0.2,0.98,35.37,91.4,5.09,347.22,5.8,347.39
2021,4,1,17,70.21,71.1,49.89,169.96,3.34,0.01,0.05,31.95,91.49,3.21,350.74,5.61,350.94
2021,4,1,18,0,0,0,0,0,0,0,28.15,91.59,3,355.97,5.41,355.86
2021,4,1,19,0,0,0,0,0,0,0,27.26,91.68,2.82,1.9,4.84,1.76
2021,4,1,20,0,0,0,0,0,0,0,26.81,91.76,2.51,8.23,4.06,8.08
2021,4,1,21,0,0,0,0,0,0,0,26.9,91.79,2.08,12.58,3.21,12.24
2021,4,1,22,0,0,0,0,0,0,0,27,91.79,1.59,4.79,2.37,4.92
2021,4,1,23,0,0,0,0,0,0,0,26.3,91.74,1.54,329.79,2.24,330.3
2021,4,2,0,0,0,0,0,0,0,0,24.3,91.67,2.28,301.13,3.6,300.41
2021,4,2,1,0,0,0,0,0,0,0,22.38,91.63,3.12,286.75,5.29,287.36
2021,4,2,2,0,0,0,0,0,0,0,21.25,91.61,3.41,280.82,6.4,282.41
2021,4,2,3,0,0,0,0,0,0,0,20.45,91.64,3.85,280.17,7.12,281.38
2021,4,2,4,0,0,0,0,0,0,0,19.83,91.69,4.55,280.6,7.23,281.41
2021,4,2,5,0,0,0,0,0,0,0,19.36,91.77,4.35,280.24,7.07,281.09
2021,4,2,6,118.74,120.02,91.53,153.63,5.88,0.03,0.15,20.67,91.87,5.21,282.2,6.36,282.99
2021,4,2,7,368.84,370.5,127.64,581.82,19.01,0.28,1.38,24.66,91.96,5.21,290.06,6.03,291.18
2021,4,2,8,627.09,623,121.71,802.92,35.17,0.84,4.15,29.71,92.01,5.82,304.12,6.67,304.84
2021,4,2,9,832.1,833.3,120.88,885.95,49.2,1.52,7.92,32.96,92,6.07,315.63,6.75,315.42
2021,4,2,10,968.47,982.77,125.37,913.67,59.14,2.1,11.5,35.02,91.93,6.12,322.94,6.69,322.35
2021,4,2,11,1011.46,1053.25,130.37,897.95,64.02,2.41,13.55,36.43,91.8,6.11,328.06,6.65,327.47
2021,4,2,12,1009.1,1044.7,144.71,887.28,63.45,2.38,13.27,37.25,91.67,6.01,331.67,6.56,331.24
2021,4,2,13,941.89,956.65,151.55,876.06,57.27,1.99,10.77,37.58,91.55,5.72,335.04,6.27,334.68
2021,4,2,14,787.69,795.27,151.52,826.19,46.29,1.38,7.12,37.44,91.47,5.36,338.37,5.88,338.07
2021,4,2,15,566.74,574.27,155.41,700.97,31.49,0.7,3.48,36.68,91.45,4.92,342.63,5.44,342.35
2021,4,2,16,317.46,316.52,110.8,566.2,15.71,0.2,0.98,35.37,91.47,4.47,348.1,5.06,347.87
2021,4,2,17,64.38,70.2,48.88,129.28,3.07,0.01,0.05,32.69,91.53,2.94,354.35,4.83,354.7
2021,4,2,18,0,0,0,0,0,0,0,29.46,91.6,2.65,1.35,4.82,1.49
2021,4,2,19,0,0,0,0,0,0,0,28.75,91.67,2.57,7.15,4.54,7.11
2021,4,2,20,0,0,0,0,0,0,0,28.18,91.73,2.46,11.35,4.22,11.31
2021,4,2,21,0,0,0,0,0,0,0,27.71,91.76,2.33,13.94,3.9,13.79
2021,4,2,22,0,0,0,0,0,0,0,27.29,91.75,2.15,16.72,3.49,16.65
2021,4,2,23,0,0,0,0,0,0,0,26.83,91.68,1.9,25.09,3,24.96
2021,4,3,0,0,0,0,0,0,0,0,26.24,91.63,1.55,47.86,2.39,47.51
2021,4,3,1,0,0,0,0,0,0,0,25.23,91.58,1.29,88.26,1.97,86.59
2021,4,3,2,0,0,0,0,0,0,0,24.21,91.56,1.29,129.58,1.89,128.62
2021,4,3,3,0,0,0,0,0,0,0,23.72,91.58,1.24,170.18,1.78,173.72
2021,4,3,4,0,0,0,0,0,0,0,22.95,91.66,1.48,214.28,2.31,217.3
2021,4,3,5,0,0,0,0,0,0,0,21.87,91.76,1.9,241.22,3.09,241.82
2021,4,3,6,112,115.42,83.71,156.86,5.55,0.03,0.12,23.4,91.86,2.52,259.81,3.19,259.57
2021,4,3,7,349.89,360.55,168.29,435.52,18.22,0.28,1.38,26.8,91.94,2.58,281.72,2.59,282.36
2021,4,3,8,604.25,612.5,191.51,653.51,33.8,0.81,4.1,30.48,91.99,1.92,307.38,1.74,309.34
2021,4,3,9,815.12,824.33,191.98,774.5,47.67,1.48,7.8,33.38,91.96,1.87,326.44,1.69,328.58
2021,4,3,10,954.3,971.55,168.31,850.45,57.98,2.07,11.33,35.33,91.89,2.11,335.91,1.97,338.11
2021,4,3,11,988.51,1038.15,211.88,790.61,61.41,2.31,13.02,36.68,91.78,2.39,342.51,2.29,344.78
2021,4,3,12,953.55,1029.45,364.33,604.34,58.74,2.23,12.27,37.53,91.66,2.7,345.6,2.63,347.32
2021,4,3,13,850.6,939.35,352.34,551.98,50.83,1.79,9.38,37.9,91.56,3.06,347.49,3.02,348.81
2021,4,3,14,690.88,775.85,297.73,510.37,40.43,1.22,6.5,37.7,91.51,3.52,349.91,3.54,350.97
2021,4,3,15,512.6,553.7,237.45,468.73,28.44,0.64,3.23,36.94,91.5,4.11,354.22,4.27,354.96
2021,4,3,16,289.12,297.4,148.56,384.91,14.66,0.19,0.92,35.55,91.54,4.63,359.42,5.05,359.91
2021,4,3,17,61.36,62.98,52.02,77.73,3.11,0.01,0.05,33.58,91.61,4.24,5.5,5.79,5.73
2021,4,3,18,0,0,0,0,0,0,0,31.3,91.69,3.5,10.81,6.67,10.73
2021,4,3,19,0,0,0,0,0,0,0,30.37,91.77,3.67,15.54,6.88,15.41
2021,4,3,20,0,0,0,0,0,0,0,29.46,91.84,3.43,19.43,6.69,19.43
2021,4,3,21,0,0,0,0,0,0,0,28.55,91.88,3.01,21.44,6.19,21.71
2021,4,3,22,0,0,0,0,0,0,0,27.58,91.88,2.42,20.77,5.15,22.17
2021,4,3,23,0,0,0,0,0,0,0,26.57,91.86,1.9,20.22,3.7,21.96
2021,4,4,0,0,0,0,0,0,0,0,25.72,91.82,1.36,19.79,2.27,19.31
2021,4,4,1,0,0,0,0,0,0,0,25.12,91.77,0.94,2.39,1.45,357.54
2021,4,4,2,0,0,0,0,0,0,0,24.01,91.76,1.17,326.42,1.77,325.05
2021,4,4,3,0,0,0,0,0,0,0,22.51,91.79,1.66,315.38,2.56,316.48
2021,4,4,4,0,0,0,0,0,0,0,21.83,91.86,1.72,314.82,3.28,316.93
2021,4,4,5,0,0,0,0,0,0,0,21.3,91.95,2.38,319.13,3.69,319.03
2021,4,4,6,110.6,108.2,94.97,85.15,5.69,0.03,0.12,21.81,92.04,3.17,324.03,3.59,325.2
2021,4,4,7,323.12,342.4,210.65,268.18,17.04,0.24,1.2,24.84,92.12,3.53,335.7,3.98,337.76
2021,4,4,8,585.59,590.25,199.2,609.77,32.47,0.73,3.62,28.87,92.16,4.4,344.43,4.92,345.19
2021,4,4,9,797.92,799.95,200.97,740.34,46.12,1.34,6.95,31.69,92.15,4.92,345.46,5.41,345.62
2021,4,4,10,929.13,946.85,227.57,757.95,55.79,1.88,10.1,33.89,92.1,5.02,345.94,5.46,346.1
2021,4,4,11,991.97,1035.48,172.58,833.25,62.66,2.27,12.5,35.52,92,4.92,348.28,5.33,348.51
2021,4,4,12,979.02,1024.58,219.31,778.62,61.2,2.2,12.05,36.52,91.88,4.77,351.43,5.16,351.65
2021,4,4,13,801.06,931.48,260.23,598.84,48.74,1.64,8.5,36.9,91.77,4.57,354.6,4.94,354.65
2021,4,4,14,718.31,757.62,295.75,548.35,41.25,1.16,6.1,36.76,91.69,4.41,357.66,4.79,357.76
2021,4,4,15,509.79,522.9,214.09,503.59,27.27,0.56,2.8,36.13,91.66,4.24,1.27,4.64,1.16
2021,4,4,16,276.02,272.98,139.7,373.08,13.45,0.16,0.77,34.98,91.67,4.04,5.21,4.53,5.04
2021,4,4,17,60.54,59.4,49.16,94.55,2.98,0.01,0.05,32.58,91.74,2.88,10.3,4.54,10.52
2021,4,4,18,0,0,0,0,0,0,0,29.3,91.82,2.63,18.92,4.8,18.79
2021,4,4,19,0,0,0,0,0,0,0,28.34,91.9,2.68,29.33,4.8,28.98
2021,4,4,20,0,0,0,0,0,0,0,27.44,91.97,2.65,42.49,4.62,41.99
2021,4,4,21,0,0,0,0,0,0,0,26.6,92.01,2.59,61.89,4.39,61.06
2021,4,4,22,0,0,0,0,0,0,0,25.71,92,2.66,88.65,4.5,87.61
2021,4,4,23,0,0,0,0,0,0,0,24.8,91.95,2.9,115.04,5.23,114.15
2021,4,5,0,0,0,0,0,0,0,0,24.08,91.89,3.13,135.4,6.31,135
2021,4,5,1,0,0,0,0,0,0,0,23.55,91.83,3.58,150.3,7.34,150
2021,4,5,2,0,0,0,0,0,0,0,23.14,91.82,4.16,160.24,7.68,160.15
2021,4,5,3,0,0,0,0,0,0,0,22.48,91.83,3.82,169.52,7.11,169.74
2021,4,5,4,0,0,0,0,0,0,0,21.73,91.9,2.88,181.86,6.07,181.92
2021,4,5,5,0,0,0,0,0,0,0,21.2,91.98,2.38,199.74,4.79,198.85
2021,4,5,6,104.38,102.92,78.2,140.18,5.05,0.02,0.12,23.19,92.07,2.68,223.94,3.47,221.9
2021,4,5,7,329.34,327.3,159.02,403.82,16.41,0.23,1.17,26.64,92.15,2.48,258.19,2.69,259.11
2021,4,5,8,570.76,571.98,206.55,572.89,30.88,0.71,3.55,29.79,92.19,2.35,294.52,2.42,295.41
2021,4,5,9,774.59,780.35,225.32,679.76,44.05,1.31,6.83,32.4,92.18,2.18,333.8,2.18,338.39
2021,4,5,10,906.51,927.12,239.46,719.62,53.65,1.84,9.92,34.56,92.12,2.65,8.32,2.8,12.72
2021,4,5,11,898.58,943.5,310.6,597.32,52.1,1.84,10.2,36.1,92.01,3.27,24.12,3.51,27.31
2021,4,5,12,891.08,926.12,312.23,592.85,50.53,1.75,9.7,37.01,91.88,3.76,32.43,4.06,35.04
2021,4,5,13,784.07,827.95,329.88,502.66,42.78,1.38,7.35,37.38,91.76,4.12,37.13,4.45,39.37
2021,4,5,14,627.97,655.33,292.66,434.98,32.74,0.9,4.65,37.14,91.69,4.48,38.77,4.87,41.03
2021,4,5,15,429.33,434.92,234.3,332.05,20.99,0.43,2.15,36.47,91.66,4.9,39.3,5.38,41.23
2021,4,5,16,222.93,216.95,153.31,190.45,10.06,0.12,0.6,35.26,91.68,5.26,39.88,5.96,41.33
2021,4,5,17,44.3,42.67,41.85,20.3,2.21,0.01,0.02,33.05,91.72,4.46,39.6,6.65,39.95
2021,4,5,18,0,0,0,0,0,0,0,30.04,91.8,3.72,40.99,7.8,41.1
2021,4,5,19,0,0,0,0,0,0,0,29.19,91.87,4.32,50.65,8.34,50.7
2021,4,5,20,0,0,0,0,0,0,0,28.29,91.95,4.5,65.93,8.4,66.32
2021,4,5,21,0,0,0,0,0,0,0,27.53,92.01,4.95,86.83,8.64,86.84
2021,4,5,22,0,0,0,0,0,0,0,26.62,92.04,5.21,104.06,8.45,104.02
2021,4,5,23,0,0,0,0,0,0,0,25.45,92.01,4.88,116.03,7.77,116
2021,4,6,0,0,0,0,0,0,0,0,24.22,91.96,4.11,123.75,6.93,123.64
2021,4,6,1,0,0,0,0,0,0,0,23.14,91.91,3.53,128.72,6.5,128.26
2021,4,6,2,0,0,0,0,0,0,0,22.26,91.89,3.31,134.33,6.3,133.69
2021,4,6,3,0,0,0,0,0,0,0,21.55,91.9,3.29,141.17,6.19,140.43
2021,4,6,4,0,0,0,0,0,0,0,21.01,91.95,3.39,147.41,6.18,146.65
2021,4,6,5,0,0,0,0,0,0,0,20.56,92.02,3.37,152.19,6.09,151.4
2021,4,6,6,84.32,83.52,71.59,66.98,3.91,0.02,0.08,21.8,92.11,4.46,155.23,5.32,153.66
2021,4,6,7,283.8,281.77,183.27,237.02,12.62,0.17,0.85,25.38,92.19,4.06,149.83,4.51,145.29
2021,4,6,8,494.14,491.62,250.05,382.72,23.09,0.49,2.45,30.58,92.24,4.42,111.03,5.16,105.91
2021,4,6,9,701.03,700.9,287.55,510.67,34.47,0.95,4.9,33.43,92.22,4.99,93.41,5.71,91.72
2021,4,6,10,851.2,865.2,304.88,588.55,45.02,1.44,7.73,35.28,92.15,5.38,88.67,6.06,88
2021,4,6,11,947.3,998.65,233.4,724.56,56.54,1.99,10.95,36.43,92.05,5.5,88.04,6.1,87.8
2021,4,6,12,920.34,984.42,242.98,693.29,54.54,1.91,10.42,37.13,91.92,5.42,88.76,5.95,88.87
2021,4,6,13,851.43,886.9,301.87,607.96,48.27,1.56,8.23,37.33,91.83,5.3,90.59,5.77,91.01
2021,4,6,14,706.13,717.9,240.09,604.41,38.47,1.05,5.38,37.02,91.78,5.27,90.76,5.73,91.09
2021,4,6,15,489.56,496.52,206.98,480.98,25.12,0.51,2.52,36.19,91.77,5.34,88.66,5.82,88.62
2021,4,6,16,252.45,251.77,141.14,304.37,12.04,0.14,0.7,34.82,91.8,5.41,86.86,6.07,86.68
2021,4,6,17,52.91,51.52,47.02,48.74,2.64,0.01,0.02,32.68,91.85,4.65,87.01,6.61,86.95
2021,4,6,18,0,0,0,0,0,0,0,29.95,91.94,4.01,92.12,7.85,92
2021,4,6,19,0,0,0,0,0,0,0,29.16,92.02,5.25,98.64,8.65,98.36
2021,4,6,20,0,0,0,0,0,0,0,28.07,92.09,5.77,104.58,8.85,104.42
2021,4,6,21,0,0,0,0,0,0,0,27,92.14,5.94,110.22,8.9,110.19
2021,4,6,22,0,0,0,0,0,0,0,25.94,92.15,5.73,115.87,8.57,115.72
2021,4,6,23,0,0,0,0,0,0,0,24.85,92.14,5.17,122.23,7.95,122.07
2021,4,7,0,0,0,0,0,0,0,0,23.74,92.1,4.35,130.12,7.15,129.95
2021,4,7,1,0,0,0,0,0,0,0,22.62,92.05,3.47,140.86,6.55,140.76
2021,4,7,2,0,0,0,0,0,0,0,21.7,92.03,3.11,152.02,6.36,151.86
2021,4,7,3,0,0,0,0,0,0,0,21,92.05,3.06,161.84,6.38,161.59
2021,4,7,4,0,0,0,0,0,0,0,20.48,92.1,3.15,168.55,6.57,168.33
2021,4,7,5,0,0,0,0,0,0,0,20.12,92.17,3.29,172.62,6.76,172.37
2021,4,7,6,103.91,99.33,79.32,127.3,4.84,0.02,0.1,22.12,92.25,4.85,175.01,6.14,174.74
2021,4,7,7,317.46,311.75,162.5,363.41,15.09,0.21,1.05,25.99,92.32,4.99,171.44,5.59,169.37
2021,4,7,8,557.2,552.83,214.16,536.25,28.46,0.63,3.12,30.4,92.35,4.11,151.97,4.38,148.63
2021,4,7,9,763.84,763.52,233.22,654.03,41.21,1.18,6.1,33.35,92.33,3.26,124.95,3.5,120.11
2021,4,7,10,900.37,914.45,251.22,698.41,50.59,1.66,9,35.49,92.25,3.47,96.72,3.87,93.36
2021,4,7,11,972.64,1012.4,207.57,775.77,58.38,2.08,11.48,36.95,92.14,4.07,81.06,4.54,79.29
2021,4,7,12,967.13,1001.25,212.55,771.87,57.57,2.03,11.15,37.74,92,4.59,71.84,5.08,70.7
2021,4,7,13,896.2,908.15,217.12,750.96,51.24,1.67,8.92,37.97,91.88,4.9,67.03,5.38,66.3
2021,4,7,14,729.26,739.27,204.36,680.58,40.16,1.11,5.67,37.72,91.79,5.02,65.03,5.5,64.67
2021,4,7,15,516.52,513.58,184.75,564.6,26.48,0.54,2.67,36.89,91.77,5.06,64.66,5.57,64.48
2021,4,7,16,263.03,262.33,137.84,342.23,12.44,0.15,0.73,35.51,91.78,5.06,65.85,5.71,65.68
2021,4,7,17,55.52,54.1,48.76,55.8,2.72,0.01,0.05,33.23,91.82,4,69.3,6.05,69.53
2021,4,7,18,0,0,0,0,0,0,0,30.26,91.91,3.26,77.4,7.06,77.27
2021,4,7,19,0,0,0,0,0,0,0,29.63,91.99,4.15,89.14,7.94,88.82
2021,4,7,20,0,0,0,0,0,0,0,28.69,92.06,5.09,102.5,8.53,102.32
2021,4,7,21,0,0,0,0,0,0,0,27.77,92.11,5.88,114.66,9.03,114.55
2021,4,7,22,0,0,0,0,0,0,0,26.71,92.11,5.89,123.69,8.97,123.59
2021,4,7,23,0,0,0,0,0,0,0,25.46,92.07,5.12,132.21,8.21,132.03
2021,4,8,0,0,0,0,0,0,0,0,24.19,92,4.07,142.56,7.34,142.35
2021,4,8,1,0,0,0,0,0,0,0,22.98,91.94,3.29,156.18,6.72,156.21
2021,4,8,2,0,0,0,0,0,0,0,22.09,91.9,3.11,170.16,6.55,170.11
2021,4,8,3,0,0,0,0,0,0,0,21.4,91.91,3.14,181.28,6.63,181.21
2021,4,8,4,0,0,0,0,0,0,0,20.81,91.97,3.21,188.39,6.77,188.43
2021,4,8,5,0,0,0,0,0,0,0,20.24,92.03,3.24,192.12,6.79,192.09
2021,4,8,6,103.02,102.5,87.3,80,4.92,0.02,0.12,22.28,92.09,4.54,193.53,6.02,193.35
2021,4,8,7,297.59,319.83,225.2,168.88,14.52,0.22,1.08,25.74,92.13,4.19,191.39,4.47,189.45
2021,4,8,8,511.66,562.62,342.42,263.76,26.32,0.62,3.25,30.95,92.15,3.6,135.7,4.3,127.99
2021,4,8,9,703.2,768.83,356.48,426.54,38.2,1.13,5.88,33.89,92.12,5.1,109.52,5.95,107.2
2021,4,8,10,825.74,920.6,484.13,367.06,45.75,1.59,8.08,35.73,92.06,5.89,98,6.82,96.31
2021,4,8,11,780.79,986.6,463.85,321.1,45.34,1.65,8.98,36.92,91.95,6.34,89.44,7.28,88.46
2021,4,8,12,804.88,976.25,481.48,330.62,45.78,1.65,8.85,37.61,91.83,6.53,84.58,7.44,84.09
2021,4,8,13,753.78,883.08,475.62,307.49,41.47,1.4,7,37.81,91.72,6.54,82.52,7.4,82.24
2021,4,8,14,607.67,715.65,407.27,259.78,32.46,0.93,5.08,37.41,91.64,6.33,82.12,7.14,81.89
2021,4,8,15,413.38,493.35,307.55,180.05,21.05,0.46,2.35,36.56,91.6,6,83.87,6.78,83.58
2021,4,8,16,217.67,249.27,178.32,107.53,10.56,0.13,0.65,35.19,91.61,5.72,87.65,6.62,87.23
2021,4,8,17,47.55,50.1,45.9,13.62,2.34,0.01,0.02,32.62,91.67,4.13,94.02,6.79,94.49
2021,4,8,18,0,0,0,0,0,0,0,29.87,91.75,3.86,105.87,7.97,105.58
2021,4,8,19,0,0,0,0,0,0,0,29.18,91.82,5.22,116.41,8.9,116.05
2021,4,8,20,0,0,0,0,0,0,0,28.17,91.9,6.07,123.4,9.25,123.29
2021,4,8,21,0,0,0,0,0,0,0,27.19,91.96,6.01,126.97,9.04,126.81
2021,4,8,22,0,0,0,0,0,0,0,26.17,91.97,5.03,130.09,8.06,130
2021,4,8,23,0,0,0,0,0,0,0,25.15,91.93,4.24,133.66,7.48,133.56
2021,4,9,0,0,0,0,0,0,0,0,24.2,91.87,3.8,138.42,7.14,138.15
2021,4,9,1,0,0,0,0,0,0,0,23.27,91.8,3.49,145.21,6.83,144.82
2021,4,9,2,0,0,0,0,0,0,0,22.44,91.75,3.33,152.77,6.65,152.44
2021,4,9,3,0,0,0,0,0,0,0,21.75,91.76,3.38,159.97,6.7,159.66
2021,4,9,4,0,0,0,0,0,0,0,21.17,91.82,3.57,165.17,6.86,164.74
2021,4,9,5,0,0,0,0,0,0,0,20.71,91.89,3.81,168.16,6.98,167.78
2021,4,9,6,107.91,103.17,83.02,124.7,5.03,0.02,0.12,22.04,91.97,5.08,169.45,6.24,168.96
2021,4,9,7,302.43,313.95,190.25,260.34,14.59,0.22,1.08,25.4,92.04,5.05,166.14,5.68,164.68
2021,4,9,8,548.45,543.6,221.84,507.56,27.42,0.62,3.08,30.53,92.08,4.05,132.03,4.55,123.53
2021,4,9,9,758.01,759.88,235.32,641.84,40.95,1.2,6.23,33.71,92.07,4.22,99.04,4.79,95.99
2021,4,9,10,890.36,907.55,259.91,676.59,50.39,1.69,9.17,35.47,92,4.28,90.42,4.78,88.6
2021,4,9,11,964.21,1002.5,209.03,764.48,57.89,2.09,11.6,36.76,91.9,4.35,86.6,4.81,85.16
2021,4,9,12,955.3,990.23,216.34,755.09,56.85,2.03,11.23,37.54,91.77,4.44,85.26,4.88,84.21
2021,4,9,13,845.02,895.2,275.19,629.74,48.62,1.62,8.58,37.78,91.65,4.49,85.51,4.88,84.76
2021,4,9,14,699.37,729.08,257.34,572.89,38.42,1.09,5.65,37.47,91.58,4.8,86.73,5.21,86.22
2021,4,9,15,489.05,505.3,221.91,454.47,25.17,0.53,2.67,36.61,91.55,5.33,89.24,5.85,88.93
2021,4,9,16,255.59,256.8,144.89,302.35,12.09,0.15,0.73,35.16,91.57,5.75,92.26,6.51,91.93
2021,4,9,17,57.31,55.85,47.69,79.06,2.82,0.01,0.05,32.77,91.64,4.97,96.41,7.27,96.54
2021,4,9,18,0,0,0,0,0,0,0,29.83,91.73,4.64,103.43,8.73,103.09
2021,4,9,19,0,0,0,0,0,0,0,29.05,91.84,6.2,110.13,9.52,109.97
2021,4,9,20,0,0,0,0,0,0,0,28.01,91.92,6.64,115.87,9.63,115.82
2021,4,9,21,0,0,0,0,0,0,0,27.14,91.98,6.69,119.38,9.5,119.39
2021,4,9,22,0,0,0,0,0,0,0,26.03,91.99,5.81,122.64,8.34,122.77
2021,4,9,23,0,0,0,0,0,0,0,24.94,91.95,5.39,126.69,7.87,126.85
2021,4,10,0,0,0,0,0,0,0,0,23.87,91.89,5.04,128.9,7.49,128.9
2021,4,10,1,0,0,0,0,0,0,0,22.9,91.83,4.83,130.6,7.4,130.2
2021,4,10,2,0,0,0,0,0,0,0,22.14,91.81,4.84,131.66,7.49,130.85
2021,4,10,3,0,0,0,0,0,0,0,21.35,91.82,4.46,135.28,7.09,134.46
2021,4,10,4,0,0,0,0,0,0,0,20.73,91.87,4.2,139.07,6.87,138.09
2021,4,10,5,0,0,0,0,0,0,0,20.32,91.95,4.09,142.06,6.72,141.04
2021,4,10,6,106.52,103.98,81.54,123.2,4.91,0.02,0.12,21.62,92.03,5.03,143.27,5.96,142.08
2021,4,10,7,321.84,318.08,177.07,334.28,14.77,0.21,1.02,25.43,92.1,4.81,138.49,5.45,135
2021,4,10,8,525.98,546.27,255.38,419.32,26.54,0.59,2.95,30.56,92.15,5.65,110.04,6.58,106.63
2021,4,10,9,751.89,751.58,246.73,619.21,39.22,1.09,5.65,33.05,92.14,5.82,96.31,6.56,94.3
2021,4,10,10,886.97,901.67,265.28,666.41,48.87,1.58,8.45,34.87,92.1,5.78,85.11,6.44,83.25
2021,4,10,11,952,990.55,238.91,721.34,55.59,1.92,10.52,36.12,92.02,5.84,75.52,6.46,74
2021,4,10,12,944.62,979.25,242.02,717.59,54.7,1.88,10.23,36.78,91.92,5.93,68.91,6.52,67.59
2021,4,10,13,871.13,880.52,244.17,692.69,48.41,1.53,8.1,36.83,91.82,5.98,65.54,6.56,64.53
2021,4,10,14,706.93,708.58,228.84,619.56,37.5,1,5.08,36.54,91.75,6.08,66.2,6.68,65.56
2021,4,10,15,486.63,481.4,200.9,486.05,24.02,0.48,2.35,35.73,91.72,6.22,69.49,6.91,69.21
2021,4,10,16,248.78,241.5,137.09,304.94,11.48,0.13,0.65,34.34,91.75,6.36,73.5,7.25,73.34
2021,4,10,17,49.2,50.4,44.3,40.09,2.45,0.01,0.02,32.45,91.81,5.89,77.97,7.66,78.12
2021,4,10,18,0,0,0,0,0,0,0,30.44,91.91,5.39,83.59,8.39,83.64
2021,4,10,19,0,0,0,0,0,0,0,29.1,92.01,6.01,88.81,8.95,88.9
2021,4,10,20,0,0,0,0,0,0,0,27.86,92.09,6.48,92.97,9.3,93.18
2021,4,10,21,0,0,0,0,0,0,0,26.67,92.15,5.93,99.1,8.38,99.29
2021,4,10,22,0,0,0,0,0,0,0,25.61,92.16,5.25,108.95,7.6,109.14
2021,4,10,23,0,0,0,0,0,0,0,24.77,92.13,5.15,120.92,7.21,120.99
2021,4,11,0,0,0,0,0,0,0,0,23.96,92.08,4.82,132.44,6.64,132.38
2021,4,11,1,0,0,0,0,0,0,0,23.22,92.03,4.45,142.49,6.14,142.34
2021,4,11,2,0,0,0,0,0,0,0,22.64,92,4.09,151.08,5.7,150.98
2021,4,11,3,0,0,0,0,0,0,0,22.13,92,3.76,158.29,5.41,158.14
2021,4,11,4,0,0,0,0,0,0,0,21.67,92.05,3.52,164.02,5.28,163.95
2021,4,11,5,6.84,2.88,6.49,35.26,0.14,0,0,21.22,92.12,3.34,168.93,5.23,168.89
2021,4,11,6,107.52,102.9,78.55,147.91,5.05,0.02,0.12,22.23,92.19,4.49,171.39,5.42,171.54
